Genus	Sum	Percent	KOrtholog	Host_Genus
g__Selenomonas	0	0	K01696	Gorilla
g__Staphylococcus	2.584	0.350241333085743	K01696	Gorilla
g__Stenotrophomonas	0	0	K01696	Gorilla
g__Streptococcus	13.519	1.83239651005656	K01696	Gorilla
g__Streptomyces	0	0	K01696	Gorilla
g__Streptosporangium	0	0	K01696	Gorilla
g__Variovorax	0	0	K01696	Gorilla
g__Veillonella	0.269	0.0364608818111706	K01696	Gorilla
unclassified	416.8	56.4940354605796	K01696	Gorilla
Total	737.777	100	K01696	Gorilla
g__Acidaminococcus	0	0	K01696	Alouatta
g__Acidovorax	0	0	K01696	Alouatta
g__Acinetobacter	0	0	K01696	Alouatta
g__Actinobacillus	0	0	K01696	Alouatta
g__Advenella	0	0	K01696	Alouatta
g__Aeromonas	0	0	K01696	Alouatta
g__Aggregatibacter	45.505	8.13789625411768	K01696	Alouatta
g__Agrobacterium	0	0	K01696	Alouatta
g__Arthrobacter	0	0	K01696	Alouatta
g__Bacillus	0	0	K01696	Alouatta
g__Bacteroides	0	0	K01696	Alouatta
g__Brachybacterium	0	0	K01696	Alouatta
g__Burkholderia	0	0	K01696	Alouatta
g__Campylobacter	3.591	0.642197240930372	K01696	Alouatta
g__Citrobacter	0	0	K01696	Alouatta
g__Clostridium	0	0	K01696	Alouatta
g__Corynebacterium	0.242	0.0432781209426762	K01696	Alouatta
g__Desulfovibrio	0.188	0.0336210195753021	K01696	Alouatta
g__Eikenella	5.177	0.925829884794357	K01696	Alouatta
g__Enterobacter	0	0	K01696	Alouatta
g__Escherichia	0	0	K01696	Alouatta
g__Exiguobacterium	0	0	K01696	Alouatta
g__Fusobacterium	0	0	K01696	Alouatta
g__Haemophilus	0	0	K01696	Alouatta
g__Klebsiella	0	0	K01696	Alouatta
g__Kocuria	0	0	K01696	Alouatta
g__Lactococcus	0	0	K01696	Alouatta
g__Leptotrichia	0	0	K01696	Alouatta
g__Lysinibacillus	0	0	K01696	Alouatta
g__Methanobrevibacter	0	0	K01696	Alouatta
g__Micrococcus	0	0	K01696	Alouatta
g__Micromonospora	0	0	K01696	Alouatta
g__Morganella	0	0	K01696	Alouatta
g__Neisseria	27.028	4.8335580695812	K01696	Alouatta
g__Nitrosomonas	0.117	0.0209237196293104	K01696	Alouatta
g__Nitrosospira	0	0	K01696	Alouatta
g__Oligotropha	0	0	K01696	Alouatta
g__Paracoccus	0	0	K01696	Alouatta
g__Prevotella	0	0	K01696	Alouatta
g__Propionibacterium	0.113	0.0202083787872827	K01696	Alouatta
g__Pseudomonas	0	0	K01696	Alouatta
g__Ralstonia	0	0	K01696	Alouatta
g__Rhodanobacter	0	0	K01696	Alouatta
g__Rhodococcus	0	0	K01696	Alouatta
g__Rhodopseudomonas	1.045	0.186882794979738	K01696	Alouatta
g__Rothia	0	0	K01696	Alouatta
g__Selenomonas	0	0	K01696	Alouatta
g__Staphylococcus	0	0	K01696	Alouatta
g__Stenotrophomonas	0.817	0.146108366984159	K01696	Alouatta
g__Streptococcus	152.764	27.3195820978801	K01696	Alouatta
g__Streptomyces	0.275	0.0491796828894047	K01696	Alouatta
g__Streptosporangium	0	0	K01696	Alouatta
g__Variovorax	0	0	K01696	Alouatta
g__Veillonella	0	0	K01696	Alouatta
unclassified	322.312	57.6407343689084	K01696	Alouatta
Total	559.174	100	K01696	Alouatta
g__Acidovorax	0	0	K01902	Homo
g__Actinobacillus	0	0	K01902	Homo
g__Advenella	0	0	K01902	Homo
g__Aggregatibacter	181.214	15.1847078677859	K01902	Homo
g__Alishewanella	0	0	K01902	Homo
g__Arcanobacterium	0	0	K01902	Homo
g__Bacteroides	0	0	K01902	Homo
g__Bifidobacterium	0.488	0.0408916388329794	K01902	Homo
g__Brachybacterium	0	0	K01902	Homo
g__Campylobacter	5.774	0.483828529962343	K01902	Homo
g__Capnocytophaga	100.416	8.41429263330423	K01902	Homo
g__Caulobacter	0.39	0.0326797933296352	K01902	Homo
g__Centipeda	6.154	0.515670379873269	K01902	Homo
g__Chlorobium	1.124	0.0941848402628461	K01902	Homo
g__Citrobacter	0	0	K01902	Homo
g__Enterobacter	0	0	K01902	Homo
g__Escherichia	0	0	K01902	Homo
g__Exiguobacterium	0.626	0.0524552580111581	K01902	Homo
g__Haemophilus	35.394	2.9658169361772	K01902	Homo
g__Kocuria	0.199	0.016675074032301	K01902	Homo
g__Lysinibacillus	0	0	K01902	Homo
g__Macrococcus	0	0	K01902	Homo
g__Methanobrevibacter	3.469	0.290682571950012	K01902	Homo
g__Micrococcus	8.86	0.742417868975815	K01902	Homo
g__Micromonospora	0	0	K01902	Homo
g__Nitrosomonas	0	0	K01902	Homo
g__Nitrosospira	0	0	K01902	Homo
g__Oligotropha	0	0	K01902	Homo
g__Pantoea	0.296	0.0248031251937744	K01902	Homo
g__Paracoccus	0	0	K01902	Homo
g__Prevotella	6.376	0.5342727237686	K01902	Homo
g__Proteus	0	0	K01902	Homo
g__Pseudomonas	5.736	0.48064434497125	K01902	Homo
g__Rahnella	1.422	0.119155554140362	K01902	Homo
g__Rhodanobacter	0	0	K01902	Homo
g__Rhodococcus	0	0	K01902	Homo
g__Rhodopseudomonas	2.948	0.247025719835294	K01902	Homo
g__Rothia	197.355	16.5372323399235	K01902	Homo
g__Selenomonas	34.414	2.88369848114376	K01902	Homo
g__Staphylococcus	3.351	0.28079483960925	K01902	Homo
g__Streptomyces	3.199	0.26805809964488	K01902	Homo
g__Streptosporangium	2.568	0.215183869924367	K01902	Homo
g__Variovorax	1.163	0.0974528195958096	K01902	Homo
unclassified	590.462	49.4773746897514	K01902	Homo
Total	1193.398	100	K01902	Homo
g__Acidovorax	0	0	K01902	Pan
g__Actinobacillus	0	0	K01902	Pan
g__Advenella	0.085	0.0920880144740691	K01902	Pan
g__Aggregatibacter	0	0	K01902	Pan
g__Alishewanella	0	0	K01902	Pan
g__Arcanobacterium	0	0	K01902	Pan
g__Bacteroides	0	0	K01902	Pan
g__Bifidobacterium	0.391	0.423604866580718	K01902	Pan
g__Brachybacterium	7.255	7.85998288246319	K01902	Pan
g__Campylobacter	0	0	K01902	Pan
g__Capnocytophaga	0.375	0.406270652091481	K01902	Pan
g__Caulobacter	0	0	K01902	Pan
g__Centipeda	0.901	0.976132953425133	K01902	Pan
g__Chlorobium	0	0	K01902	Pan
g__Citrobacter	0	0	K01902	Pan
g__Enterobacter	0	0	K01902	Pan
g__Escherichia	0	0	K01902	Pan
g__Exiguobacterium	0	0	K01902	Pan
g__Haemophilus	0	0	K01902	Pan
g__Kocuria	2.248	2.43545713573773	K01902	Pan
g__Lysinibacillus	1.276	1.38240360551661	K01902	Pan
g__Macrococcus	0.098	0.106172063746574	K01902	Pan
g__Methanobrevibacter	0	0	K01902	Pan
g__Micrococcus	0	0	K01902	Pan
g__Micromonospora	2.637	2.8568952255073	K01902	Pan
g__Nitrosomonas	0	0	K01902	Pan
g__Nitrosospira	0	0	K01902	Pan
g__Oligotropha	0	0	K01902	Pan
g__Pantoea	0	0	K01902	Pan
g__Paracoccus	9.62	10.4221964616535	K01902	Pan
g__Prevotella	0.769	0.833125683888931	K01902	Pan
g__Proteus	0	0	K01902	Pan
g__Pseudomonas	1.106	1.19822757656848	K01902	Pan
g__Rahnella	0	0	K01902	Pan
g__Rhodanobacter	0	0	K01902	Pan
g__Rhodococcus	2.811	3.04540480807774	K01902	Pan
g__Rhodopseudomonas	2.65	2.8709792747798	K01902	Pan
g__Rothia	1.053	1.14080799107288	K01902	Pan
g__Selenomonas	0.167	0.180925863731406	K01902	Pan
g__Staphylococcus	0.198	0.214510904304302	K01902	Pan
g__Streptomyces	18.719	20.2799475640012	K01902	Pan
g__Streptosporangium	0	0	K01902	Pan
g__Variovorax	0	0	K01902	Pan
unclassified	39.944	43.274866472379	K01902	Pan
Total	92.303	100	K01902	Pan
g__Acidovorax	0	0	K01902	Gorilla
g__Actinobacillus	5.266	0.861409007334899	K01902	Gorilla
g__Advenella	0	0	K01902	Gorilla
g__Aggregatibacter	63.068	10.3166242450812	K01902	Gorilla
g__Alishewanella	0.292	0.0477651785305337	K01902	Gorilla
g__Arcanobacterium	0.119	0.0194659460449778	K01902	Gorilla
g__Bacteroides	0.264	0.0431849559317154	K01902	Gorilla
g__Bifidobacterium	6.491	1.0617937460332	K01902	Gorilla
g__Brachybacterium	0	0	K01902	Gorilla
g__Campylobacter	0	0	K01902	Gorilla
g__Capnocytophaga	1.332	0.217887732200928	K01902	Gorilla
g__Caulobacter	0	0	K01902	Gorilla
g__Centipeda	0.333	0.054471933050232	K01902	Gorilla
g__Chlorobium	0	0	K01902	Gorilla
g__Citrobacter	0.264	0.0431849559317154	K01902	Gorilla
g__Enterobacter	0.354	0.0579070999993457	K01902	Gorilla
g__Escherichia	4.644	0.759662633889721	K01902	Gorilla
g__Exiguobacterium	4.651	0.760807689539426	K01902	Gorilla
g__Haemophilus	0	0	K01902	Gorilla
g__Kocuria	0	0	K01902	Gorilla
g__Lysinibacillus	0.233	0.0381139951973094	K01902	Gorilla
g__Macrococcus	0.24	0.039259050847014	K01902	Gorilla
g__Methanobrevibacter	0.387	0.0633052194908101	K01902	Gorilla
g__Micrococcus	0	0	K01902	Gorilla
g__Micromonospora	0	0	K01902	Gorilla
g__Nitrosomonas	0.149	0.0243733274008545	K01902	Gorilla
g__Nitrosospira	0.926	0.151474504518062	K01902	Gorilla
g__Oligotropha	0.291	0.0476015991520045	K01902	Gorilla
g__Pantoea	0	0	K01902	Gorilla
g__Paracoccus	0	0	K01902	Gorilla
g__Prevotella	0	0	K01902	Gorilla
g__Proteus	0.72	0.117777152541042	K01902	Gorilla
g__Pseudomonas	2.351	0.384575118922208	K01902	Gorilla
g__Rahnella	0	0	K01902	Gorilla
g__Rhodanobacter	3.212	0.525416963835871	K01902	Gorilla
g__Rhodococcus	0.363	0.0593793144061087	K01902	Gorilla
g__Rhodopseudomonas	3.49	0.570892031066995	K01902	Gorilla
g__Rothia	385.319	63.0302425555025	K01902	Gorilla
g__Selenomonas	0	0	K01902	Gorilla
g__Staphylococcus	3.344	0.547009441801729	K01902	Gorilla
g__Streptomyces	0	0	K01902	Gorilla
g__Streptosporangium	0	0	K01902	Gorilla
g__Variovorax	0	0	K01902	Gorilla
unclassified	123.221	20.1564146017496	K01902	Gorilla
Total	611.324	100	K01902	Gorilla
g__Acidovorax	0	0	K01902	Alouatta
g__Actinobacillus	0	0	K01902	Alouatta
g__Advenella	0	0	K01902	Alouatta
g__Aggregatibacter	63.323	32.5126820151568	K01902	Alouatta
g__Alishewanella	0	0	K01902	Alouatta
g__Arcanobacterium	0	0	K01902	Alouatta
g__Bacteroides	0	0	K01902	Alouatta
g__Bifidobacterium	0	0	K01902	Alouatta
g__Brachybacterium	0	0	K01902	Alouatta
g__Campylobacter	2.16	1.10903452383397	K01902	Alouatta
g__Capnocytophaga	0.084	0.0431291203713212	K01902	Alouatta
g__Caulobacter	0	0	K01902	Alouatta
g__Centipeda	1.579	0.810724774599002	K01902	Alouatta
g__Chlorobium	0	0	K01902	Alouatta
g__Citrobacter	0	0	K01902	Alouatta
g__Enterobacter	0	0	K01902	Alouatta
g__Escherichia	0	0	K01902	Alouatta
g__Exiguobacterium	0	0	K01902	Alouatta
g__Haemophilus	0	0	K01902	Alouatta
g__Kocuria	0	0	K01902	Alouatta
g__Lysinibacillus	0	0	K01902	Alouatta
g__Macrococcus	0	0	K01902	Alouatta
g__Methanobrevibacter	0	0	K01902	Alouatta
g__Micrococcus	0	0	K01902	Alouatta
g__Micromonospora	0	0	K01902	Alouatta
g__Nitrosomonas	0.489	0.251073093590191	K01902	Alouatta
g__Nitrosospira	0	0	K01902	Alouatta
g__Oligotropha	0	0	K01902	Alouatta
g__Pantoea	0	0	K01902	Alouatta
g__Paracoccus	0	0	K01902	Alouatta
g__Prevotella	0.267	0.137088989751699	K01902	Alouatta
g__Proteus	0	0	K01902	Alouatta
g__Pseudomonas	0	0	K01902	Alouatta
g__Rahnella	0	0	K01902	Alouatta
g__Rhodanobacter	0	0	K01902	Alouatta
g__Rhodococcus	0	0	K01902	Alouatta
g__Rhodopseudomonas	1.895	0.972972417900639	K01902	Alouatta
g__Rothia	9.241	4.74471668275451	K01902	Alouatta
g__Selenomonas	0	0	K01902	Alouatta
g__Staphylococcus	0	0	K01902	Alouatta
g__Streptomyces	0.714	0.36659752315623	K01902	Alouatta
g__Streptosporangium	0	0	K01902	Alouatta
g__Variovorax	0	0	K01902	Alouatta
unclassified	115.012	59.0519808588856	K01902	Alouatta
Total	194.764	100	K01902	Alouatta
g__Acidovorax	0	0	K01903	Homo
g__Acinetobacter	1.136	0.072517704916777	K01903	Homo
g__Actinobacillus	0	0	K01903	Homo
g__Advenella	0	0	K01903	Homo
g__Aeromonas	0	0	K01903	Homo
g__Agrobacterium	0.475	0.0303221037284059	K01903	Homo
g__Alishewanella	0	0	K01903	Homo
g__Arcanobacterium	0	0	K01903	Homo
g__Arthrobacter	0	0	K01903	Homo
g__Bacillus	0	0	K01903	Homo
g__Bifidobacterium	0.556	0.0354928203641972	K01903	Homo
g__Brachybacterium	0	0	K01903	Homo
g__Burkholderia	63.146	4.03098855165035	K01903	Homo
g__Campylobacter	3.693	0.235746376987374	K01903	Homo
g__Capnocytophaga	181.887	11.6109399596812	K01903	Homo
g__Caulobacter	0.478	0.0305136117519537	K01903	Homo
g__Chlorobium	3.462	0.221000259174192	K01903	Homo
g__Citrobacter	0	0	K01903	Homo
g__Eikenella	132.83	8.47933692261927	K01903	Homo
g__Enterobacter	0.287	0.0183209342527421	K01903	Homo
g__Escherichia	0	0	K01903	Homo
g__Exiguobacterium	0.098	0.006255928769229	K01903	Homo
g__Haemophilus	35.804	2.28558442503546	K01903	Homo
g__Klebsiella	0	0	K01903	Homo
g__Kocuria	1.105	0.0705387886734494	K01903	Homo
g__Lysinibacillus	0	0	K01903	Homo
g__Macrococcus	0	0	K01903	Homo
g__Methanobrevibacter	3.877	0.247492202431641	K01903	Homo
g__Micromonospora	0	0	K01903	Homo
g__Morganella	0	0	K01903	Homo
g__Neisseria	372.146	23.7563149770765	K01903	Homo
g__Nitrosomonas	0	0	K01903	Homo
g__Nitrosospira	0	0	K01903	Homo
g__Oligotropha	0	0	K01903	Homo
g__Paracoccus	0	0	K01903	Homo
g__Prevotella	4.694	0.299646220844499	K01903	Homo
g__Propionibacterium	125.625	8.01939848606524	K01903	Homo
g__Proteus	0	0	K01903	Homo
g__Pseudomonas	5.681	0.362652360591734	K01903	Homo
g__Rahnella	1.042	0.0665171201789451	K01903	Homo
g__Ralstonia	2.677	0.170888993012511	K01903	Homo
g__Rhodococcus	0	0	K01903	Homo
g__Rhodopseudomonas	2.532	0.161632771874366	K01903	Homo
g__Rothia	196.843	12.5656712930749	K01903	Homo
g__Staphylococcus	11.011	0.702898282428373	K01903	Homo
g__Stenotrophomonas	0.189	0.0120650054835131	K01903	Homo
g__Streptomyces	0.868	0.0554096548131711	K01903	Homo
g__Streptosporangium	1.885	0.120330874795884	K01903	Homo
g__Variovorax	0.699	0.0446213694866436	K01903	Homo
unclassified	411.788	26.2869020002375	K01903	Homo
Total	1566.514	100	K01903	Homo
g__Acidovorax	0	0	K01903	Pan
g__Acinetobacter	0	0	K01903	Pan
g__Actinobacillus	0	0	K01903	Pan
g__Advenella	0.129	0.229398584486254	K01903	Pan
g__Aeromonas	0	0	K01903	Pan
g__Agrobacterium	0	0	K01903	Pan
g__Alishewanella	0	0	K01903	Pan
g__Arcanobacterium	0	0	K01903	Pan
g__Arthrobacter	0	0	K01903	Pan
g__Bacillus	1.374	2.4433616673187	K01903	Pan
g__Bifidobacterium	0.246	0.437457765764484	K01903	Pan
g__Brachybacterium	4.196	7.46167798840559	K01903	Pan
g__Burkholderia	0	0	K01903	Pan
g__Campylobacter	0	0	K01903	Pan
g__Capnocytophaga	0.135	0.240068286090266	K01903	Pan
g__Caulobacter	0	0	K01903	Pan
g__Chlorobium	0	0	K01903	Pan
g__Citrobacter	0	0	K01903	Pan
g__Eikenella	1.32	2.3473343528826	K01903	Pan
g__Enterobacter	2.594	4.61286766013444	K01903	Pan
g__Escherichia	0.075	0.133371270050148	K01903	Pan
g__Exiguobacterium	0	0	K01903	Pan
g__Haemophilus	0	0	K01903	Pan
g__Klebsiella	0	0	K01903	Pan
g__Kocuria	0.638	1.13454493722659	K01903	Pan
g__Lysinibacillus	2.426	4.31411601522211	K01903	Pan
g__Macrococcus	0.15	0.266742540100295	K01903	Pan
g__Methanobrevibacter	0.466	0.828680157911584	K01903	Pan
g__Micromonospora	2.015	3.5832414553473	K01903	Pan
g__Morganella	0.484	0.860689262723619	K01903	Pan
g__Neisseria	0	0	K01903	Pan
g__Nitrosomonas	0	0	K01903	Pan
g__Nitrosospira	0	0	K01903	Pan
g__Oligotropha	0	0	K01903	Pan
g__Paracoccus	11.252	20.0092470747235	K01903	Pan
g__Prevotella	0.168	0.298751644912331	K01903	Pan
g__Propionibacterium	0.284	0.505032542589892	K01903	Pan
g__Proteus	0	0	K01903	Pan
g__Pseudomonas	0.764	1.35860867091084	K01903	Pan
g__Rahnella	0	0	K01903	Pan
g__Ralstonia	0	0	K01903	Pan
g__Rhodococcus	0.388	0.68997403705943	K01903	Pan
g__Rhodopseudomonas	1.7	3.02308212113668	K01903	Pan
g__Rothia	0.934	1.6609168830245	K01903	Pan
g__Staphylococcus	1.115	1.98278621474553	K01903	Pan
g__Stenotrophomonas	0.462	0.821567023508909	K01903	Pan
g__Streptomyces	0	0	K01903	Pan
g__Streptosporangium	0	0	K01903	Pan
g__Variovorax	0	0	K01903	Pan
unclassified	22.919	40.7564818437244	K01903	Pan
Total	56.234	100	K01903	Pan
g__Acidovorax	0	0	K01903	Gorilla
g__Acinetobacter	0.343	0.0467464854956422	K01903	Gorilla
g__Actinobacillus	1.023	0.139421733708577	K01903	Gorilla
g__Advenella	0	0	K01903	Gorilla
g__Aeromonas	0.434	0.0591486143006085	K01903	Gorilla
g__Agrobacterium	0	0	K01903	Gorilla
g__Alishewanella	0.043	0.00586034657817089	K01903	Gorilla
g__Arcanobacterium	0.278	0.0378878220635234	K01903	Gorilla
g__Arthrobacter	0.657	0.0895406442292622	K01903	Gorilla
g__Bacillus	0	0	K01903	Gorilla
g__Bifidobacterium	6.088	0.829716045765218	K01903	Gorilla
g__Brachybacterium	0	0	K01903	Gorilla
g__Burkholderia	0	0	K01903	Gorilla
g__Campylobacter	0	0	K01903	Gorilla
g__Capnocytophaga	0.215	0.0293017328908544	K01903	Gorilla
g__Caulobacter	0	0	K01903	Gorilla
g__Chlorobium	0	0	K01903	Gorilla
g__Citrobacter	0.74	0.100852475996429	K01903	Gorilla
g__Eikenella	7.921	1.07953035455097	K01903	Gorilla
g__Enterobacter	0.779	0.106167674055701	K01903	Gorilla
g__Escherichia	2.741	0.373563022575963	K01903	Gorilla
g__Exiguobacterium	5.096	0.694519213078113	K01903	Gorilla
g__Haemophilus	0	0	K01903	Gorilla
g__Klebsiella	1.134	0.154549605108042	K01903	Gorilla
g__Kocuria	0	0	K01903	Gorilla
g__Lysinibacillus	0.173	0.0235776734424085	K01903	Gorilla
g__Macrococcus	0.196	0.0267122774260813	K01903	Gorilla
g__Methanobrevibacter	0.267	0.0363886636365495	K01903	Gorilla
g__Micromonospora	0	0	K01903	Gorilla
g__Morganella	0.427	0.0581946043925342	K01903	Gorilla
g__Neisseria	250.952	34.2015277787242	K01903	Gorilla
g__Nitrosomonas	0.326	0.0444296042903188	K01903	Gorilla
g__Nitrosospira	0.214	0.0291654457611295	K01903	Gorilla
g__Oligotropha	0.861	0.117343218693143	K01903	Gorilla
g__Paracoccus	0	0	K01903	Gorilla
g__Prevotella	0.257	0.0350257923393004	K01903	Gorilla
g__Propionibacterium	1.036	0.141193466395001	K01903	Gorilla
g__Proteus	0.262	0.035707227987925	K01903	Gorilla
g__Pseudomonas	2.312	0.315095843923979	K01903	Gorilla
g__Rahnella	0	0	K01903	Gorilla
g__Ralstonia	0	0	K01903	Gorilla
g__Rhodococcus	0.093	0.0126747030644161	K01903	Gorilla
g__Rhodopseudomonas	1.693	0.230734110624263	K01903	Gorilla
g__Rothia	338.508	46.1342837089179	K01903	Gorilla
g__Staphylococcus	2.068	0.281841784271102	K01903	Gorilla
g__Stenotrophomonas	0	0	K01903	Gorilla
g__Streptomyces	0	0	K01903	Gorilla
g__Streptosporangium	0	0	K01903	Gorilla
g__Variovorax	0	0	K01903	Gorilla
unclassified	106.608	14.5292983257126	K01903	Gorilla
Total	733.745	100	K01903	Gorilla
g__Acidovorax	0	0	K01903	Alouatta
g__Acinetobacter	0	0	K01903	Alouatta
g__Actinobacillus	0	0	K01903	Alouatta
g__Advenella	0	0	K01903	Alouatta
g__Aeromonas	0	0	K01903	Alouatta
g__Agrobacterium	0	0	K01903	Alouatta
g__Alishewanella	0	0	K01903	Alouatta
g__Arcanobacterium	0	0	K01903	Alouatta
g__Arthrobacter	0	0	K01903	Alouatta
g__Bacillus	0	0	K01903	Alouatta
g__Bifidobacterium	0.06	0.0462000462000462	K01903	Alouatta
g__Brachybacterium	0	0	K01903	Alouatta
g__Burkholderia	0	0	K01903	Alouatta
g__Campylobacter	1.966	1.51382151382151	K01903	Alouatta
g__Capnocytophaga	0.061	0.046970046970047	K01903	Alouatta
g__Caulobacter	0	0	K01903	Alouatta
g__Chlorobium	0	0	K01903	Alouatta
g__Citrobacter	0	0	K01903	Alouatta
g__Eikenella	9.95	7.66150766150766	K01903	Alouatta
g__Enterobacter	0	0	K01903	Alouatta
g__Escherichia	0	0	K01903	Alouatta
g__Exiguobacterium	0	0	K01903	Alouatta
g__Haemophilus	0	0	K01903	Alouatta
g__Klebsiella	0	0	K01903	Alouatta
g__Kocuria	0	0	K01903	Alouatta
g__Lysinibacillus	0	0	K01903	Alouatta
g__Macrococcus	0	0	K01903	Alouatta
g__Methanobrevibacter	0	0	K01903	Alouatta
g__Micromonospora	0	0	K01903	Alouatta
g__Morganella	0	0	K01903	Alouatta
g__Neisseria	3.456	2.66112266112266	K01903	Alouatta
g__Nitrosomonas	0.118	0.0908600908600909	K01903	Alouatta
g__Nitrosospira	0	0	K01903	Alouatta
g__Oligotropha	0	0	K01903	Alouatta
g__Paracoccus	0	0	K01903	Alouatta
g__Prevotella	0.592	0.455840455840456	K01903	Alouatta
g__Propionibacterium	0.366	0.281820281820282	K01903	Alouatta
g__Proteus	0	0	K01903	Alouatta
g__Pseudomonas	0	0	K01903	Alouatta
g__Rahnella	0	0	K01903	Alouatta
g__Ralstonia	0	0	K01903	Alouatta
g__Rhodococcus	0	0	K01903	Alouatta
g__Rhodopseudomonas	1.002	0.771540771540771	K01903	Alouatta
g__Rothia	4.606	3.54662354662355	K01903	Alouatta
g__Staphylococcus	0	0	K01903	Alouatta
g__Stenotrophomonas	0.796	0.612920612920613	K01903	Alouatta
g__Streptomyces	0	0	K01903	Alouatta
g__Streptosporangium	0	0	K01903	Alouatta
g__Variovorax	0	0	K01903	Alouatta
unclassified	106.897	82.3107723107723	K01903	Alouatta
Total	129.87	100	K01903	Alouatta
g__Acidovorax	0	0	K01961	Homo
g__Acinetobacter	1.264	0.0579867850685864	K01961	Homo
g__Actinobacillus	0	0	K01961	Homo
g__Advenella	0	0	K01961	Homo
g__Aggregatibacter	179.019	8.21260781344404	K01961	Homo
g__Agrobacterium	0.084	0.00385355217227947	K01961	Homo
g__Bacillus	0	0	K01961	Homo
g__Bacteroides	0	0	K01961	Homo
g__Brevundimonas	0	0	K01961	Homo
g__Burkholderia	31.454	1.44297178603427	K01961	Homo
g__Campylobacter	104.993	4.81661908600165	K01961	Homo
g__Capnocytophaga	138.952	6.37450930288782	K01961	Homo
g__Chlorobium	0.408	0.0187172534082146	K01961	Homo
g__Citrobacter	0	0	K01961	Homo
g__Clostridium	0	0	K01961	Homo
g__Cryptobacterium	0	0	K01961	Homo
g__Enterobacter	0.163	0.00747772623906612	K01961	Homo
g__Escherichia	0	0	K01961	Homo
g__Exiguobacterium	0.172	0.00789060682895321	K01961	Homo
g__Filifactor	9.445	0.433295241275948	K01961	Homo
g__Haemophilus	42.817	1.96425646857726	K01961	Homo
g__Klebsiella	0	0	K01961	Homo
g__Lactobacillus	0	0	K01961	Homo
g__Lactococcus	0.085	0.00389942779337804	K01961	Homo
g__Leptotrichia	17.473	0.801584727455229	K01961	Homo
g__Lysinibacillus	0	0	K01961	Homo
g__Macrococcus	0	0	K01961	Homo
g__Micromonospora	0	0	K01961	Homo
g__Morganella	0	0	K01961	Homo
g__Neisseria	350.373	16.0735789911676	K01961	Homo
g__Nitrosomonas	0	0	K01961	Homo
g__Nitrosospira	0	0	K01961	Homo
g__Pantoea	0.383	0.0175703628807505	K01961	Homo
g__Paracoccus	0	0	K01961	Homo
g__Pseudomonas	2.822	0.129461002740151	K01961	Homo
g__Rahnella	1.277	0.0585831681428677	K01961	Homo
g__Rhodanobacter	0	0	K01961	Homo
g__Rhodopseudomonas	2.104	0.0965223067913811	K01961	Homo
g__Selenomonas	11.778	0.5403230652989	K01961	Homo
g__Staphylococcus	12.076	0.553994000386273	K01961	Homo
g__Streptococcus	859.629	39.4360142893385	K01961	Homo
g__Streptosporangium	0.306	0.0140379400561609	K01961	Homo
g__Variovorax	1.191	0.0546378647283911	K01961	Homo
unclassified	411.539	18.8796072312824	K01961	Homo
Total	2179.807	100	K01961	Homo
g__Acidovorax	0	0	K01961	Pan
g__Acinetobacter	0.553	1.02572663365051	K01961	Pan
g__Actinobacillus	0	0	K01961	Pan
g__Advenella	0.055	0.102016211303396	K01961	Pan
g__Aggregatibacter	0	0	K01961	Pan
g__Agrobacterium	0	0	K01961	Pan
g__Bacillus	2.698	5.00435887448296	K01961	Pan
g__Bacteroides	0	0	K01961	Pan
g__Brevundimonas	0	0	K01961	Pan
g__Burkholderia	0	0	K01961	Pan
g__Campylobacter	4.916	9.11839445031811	K01961	Pan
g__Capnocytophaga	0.657	1.21863001502421	K01961	Pan
g__Chlorobium	0	0	K01961	Pan
g__Citrobacter	0	0	K01961	Pan
g__Clostridium	0.332	0.61580694823141	K01961	Pan
g__Cryptobacterium	9.145	16.9625136794465	K01961	Pan
g__Enterobacter	2.721	5.04702019920984	K01961	Pan
g__Escherichia	0.13	0.241129226717118	K01961	Pan
g__Exiguobacterium	0	0	K01961	Pan
g__Filifactor	2.322	4.30693895720884	K01961	Pan
g__Haemophilus	0	0	K01961	Pan
g__Klebsiella	0	0	K01961	Pan
g__Lactobacillus	0	0	K01961	Pan
g__Lactococcus	0	0	K01961	Pan
g__Leptotrichia	0	0	K01961	Pan
g__Lysinibacillus	1.463	2.71363122067034	K01961	Pan
g__Macrococcus	0.264	0.489677814256302	K01961	Pan
g__Micromonospora	1.702	3.15693802978873	K01961	Pan
g__Morganella	0.425	0.788307087344425	K01961	Pan
g__Neisseria	0	0	K01961	Pan
g__Nitrosomonas	0	0	K01961	Pan
g__Nitrosospira	0	0	K01961	Pan
g__Pantoea	0	0	K01961	Pan
g__Paracoccus	4.703	8.72331348654313	K01961	Pan
g__Pseudomonas	0.548	1.01645243262293	K01961	Pan
g__Rahnella	0	0	K01961	Pan
g__Rhodanobacter	0	0	K01961	Pan
g__Rhodopseudomonas	0.649	1.20379129338008	K01961	Pan
g__Selenomonas	0.368	0.682581195629997	K01961	Pan
g__Staphylococcus	1.204	2.23322760744162	K01961	Pan
g__Streptococcus	0.184	0.341290597814998	K01961	Pan
g__Streptosporangium	0	0	K01961	Pan
g__Variovorax	0	0	K01961	Pan
unclassified	18.874	35.0082540389146	K01961	Pan
Total	53.913	100	K01961	Pan
g__Acidovorax	0	0	K01961	Gorilla
g__Acinetobacter	2.016	0.362680598207106	K01961	Gorilla
